TF1_2_task1,TF1target_mRNA_3_task1,_1_task1,miR_1_task1
0.0,0.0,2721.6,0.0
0.0,0.0,2736.0,0.0
0.0,0.0,2750.4,0.0
0.0,0.0,2764.8,0.0
0.0,0.0,2779.2000000000003,0.0
0.0,0.0,2793.6,0.0
0.0,0.0,2808.0,0.0
0.0,0.0,2822.4,0.0
0.0,0.0,2836.8,0.0
0.0,0.0,2851.2000000000003,0.0
0.0,0.0,2865.6,0.0
0.0,0.0,2880.0,0.0
0.0,0.0,2894.4,0.0
0.0,0.0,2908.8,0.0
0.0,0.0,2923.2000000000003,0.0
0.0,0.0,2937.6,0.0
0.0,0.0,2952.0,0.0
0.0,0.0,2966.4,0.0
0.0,0.0,2980.8,0.0
0.0,0.0,2995.2000000000003,0.0
0.0,0.0,3009.6,0.0
0.0,0.0,3024.0,0.0
0.0,0.0,3038.4,0.0
0.0,0.0,3052.8,0.0
0.0,0.0,3067.2000000000003,0.0
0.0,0.0,3081.6,0.0
0.0,0.0,3096.0,0.0
0.0,0.0,3110.4,0.0
0.0,0.0,3124.8,0.0
0.0,0.0,3139.2000000000003,0.0
0.0,0.0,3153.6,0.0
0.0,0.0,3168.0,0.0
0.0,0.0,3182.4,0.0
0.0,0.0,3196.8,0.0
0.0,0.0,3211.2000000000003,0.0
0.0,0.0,3225.6,0.0
0.0,0.0,3240.0,0.0
0.0,0.0,3254.4,0.0
0.0,0.0,3268.8,0.0
0.0,0.0,3283.2000000000003,0.0
0.0,0.0,3297.6,0.0
0.0,0.0,3312.0,0.0
0.0,0.0,3326.4,0.0
0.0,0.0,3340.8,0.0
0.0,0.0,3355.2000000000003,0.0
0.0,0.0,3369.6,0.0
0.0,0.0,3384.0,0.0
0.0,0.0,3398.4,0.0
0.0,0.0,3412.8,0.0
0.0,0.0,3427.2000000000003,0.0
0.0,0.0,3441.6,0.0
0.0,0.0,3456.0,0.0
0.0,0.0,3470.4,0.0
0.0,0.0,3484.8,0.0
0.0,0.0,3499.2000000000003,0.0
0.0,0.0,3513.6,0.0
0.0,0.0,3528.0,0.0
0.0,0.0,3542.4,0.0
0.0,0.0,3556.8,0.0
0.0,0.0,3571.2000000000003,0.0
0.0,0.0,3585.6,0.0
0.0,0.0,3600.0,0.0
500.0,28.58380506360686,3614.4,1.4358607527251643
500.0,56.7007286119302,3628.8,2.863474715455561
500.0,84.30112317538413,3643.2000000000003,4.282889250164269
500.0,111.3381690164236,3657.6,5.6941514521573495
500.0,137.76790625860198,3672.0,7.097308157515656
500.0,163.54956912132718,3686.4,8.49240592235256
500.0,188.6456494641663,3700.8,9.879491028257432
500.0,213.02184471352328,3715.2000000000003,11.25860949548379
500.0,236.64713254249517,3729.6,12.629807076897807
500.0,259.4937535914998,3744.0,13.993129260909646
500.0,281.5372385840587,3758.4,15.348621283206421
500.0,302.75638952181635,3772.8,16.696328110467775
500.0,323.1332252404169,3787.2000000000003,18.03629446710075
500.0,342.6530937776886,3801.6,19.368564799917312
500.0,361.30426667586306,3816.0,20.69318332504644
500.0,379.07827532488466,3830.4,22.01019398933608
500.0,395.96996074937147,3844.8,23.31964046563926
500.0,411.97655321841137,3859.2000000000003,24.62156620807293
500.0,427.09840075195336,3873.6,25.916014405014877
500.0,441.3383462338055,3888.0,27.203028002544134
500.0,454.7017168231636,3902.4,28.482649707259252
500.0,467.1963112043663,3916.8,29.754921976592808
500.0,478.83220843831964,3931.2000000000003,31.019887022721026
500.0,489.6215864135254,3945.6,32.277586818455504
500.0,499.5786307539553,3960.0,33.52806308940387
500.0,508.71939590156205,3974.4,34.771357322941576
500.0,517.061574679197,3988.8,36.007510768696214
500.0,524.6244605800421,4003.2000000000003,37.23656443609826
500.0,531.4286447899634,4017.6,38.45855910348237
500.0,537.4959986369363,4032.0,39.673535312686454
500.0,542.8494392118246,4046.4,40.881533373914664
500.0,547.5128159740777,4060.8,42.08259336677774
500.0,551.5108891524284,4075.2000000000003,43.27675513471936
500.0,554.8689159737964,4089.6,44.464058299368176
500.0,557.6126336381768,4104.0,45.64454225557093
500.0,559.7680895491914,4118.400000000001,46.81824617431149
500.0,561.3621242616233,4132.8,47.985208986557645
500.0,562.4210978192941,4147.2,49.14546941675513
500.0,562.9715503144693,4161.6,50.29906596207003
500.0,563.0404126877027,4176.0,51.44603689215792
500.0,562.6539629796139,4190.400000000001,52.58642026215611
500.0,561.8383452248011,4204.8,53.72025390616181
500.0,560.6197094297427,4219.2,54.847575443425164
500.0,559.0234130504258,4233.6,55.968422273806745
500.0,557.0744030649449,4248.0,57.0828315830214
500.0,554.7973227040925,4262.400000000001,58.190840346112786
500.0,552.2158650412805,4276.8,59.29248532321998
500.0,549.3531073885875,4291.2,60.38780306450447
500.0,546.2319351859123,4305.6,61.47682990957925
500.0,542.8738992329714,4320.0,62.55960199070799
500.0,539.2999182612983,4334.400000000001,63.63615523258291
500.0,535.5305257111579,4348.8,64.7065253514675
500.0,531.5849491255573,4363.2,65.77074786088205
500.0,527.4817075871426,4377.6,66.82885806967303
500.0,523.2388922455838,4392.0,67.88089108284063
500.0,518.8732813667951,4406.400000000001,68.92688180468863
500.0,514.4009364008502,4420.8,69.96686493866349
500.0,509.8373454368421,4435.2,71.00087498902661
500.0,505.19683574673763,4449.6,72.02894626163024
500.0,500.49299600287344,4464.0,73.0511128653607
500.0,495.73884663227074,4478.400000000001,74.0674087133724
500.0,490.94631300210676,4492.8,75.07786752399683
500.0,486.12662090263683,4507.2,76.0825228219991
500.0,481.2904045244485,4521.6,77.08140793923235
500.0,476.4473387773053,4536.0,78.07455601670924
500.0,471.60644315923656,4550.400000000001,79.06200000497093
500.0,466.776198214951,4564.8,80.04377266470236
500.0,461.96422648876745,4579.2,81.0199065692109
500.0,457.1775660839417,4593.6,81.99043410448442
500.0,452.42272878036346,4608.0,82.95538747005851
500.0,447.70552714763954,4622.400000000001,83.91479868106954
500.0,443.03125025305445,4636.8,84.86869956860204
500.0,438.4047151316131,4651.2,85.81712178067743
500.0,433.830164772368,4665.6,86.76009678387581
500.0,429.31138754269193,4680.0,87.69765586395255
500.0,424.85173184818376,4694.400000000001,88.6298301267615
500.0,420.4541117436739,4708.8,89.5566504998418
500.0,416.12104542879206,4723.2,90.47814773289882
500.0,411.8546705798918,4737.6,91.39435239849557
500.0,407.65679581736725,4752.0,92.30529489451222
500.0,403.5289094538909,4766.400000000001,93.21100544416234
500.0,399.4722112248697,4780.8,94.11151409732315
500.0,395.48752129878017,4795.2,95.00685072934341
500.0,391.5754791617212,4809.6,95.89704504539854
500.0,387.7365423656939,4824.0,96.78212658101536
500.0,383.97094564666844,4838.400000000001,97.6621247018391
500.0,380.2787132059739,4852.8,98.53706860467015
500.0,376.65939628423075,4867.2,99.40698731470245
500.0,373.11282319056573,4881.6,100.27190969613379
500.0,369.63855028382335,4896.0,101.1318644456183
500.0,366.23603622487803,4910.400000000001,101.98688009527237
500.0,362.90448686633545,4924.8,102.8369850121125
500.0,359.64296419127703,4939.2,103.68220739982205
500.0,356.4506113481643,4953.6,104.5225753015411
500.0,353.3264109219385,4968.0,105.35811659862988
500.0,350.2692153818963,4982.400000000001,106.18885901225339
500.0,347.2778838297851,4996.8,107.01483010430499
500.0,344.3512048815242,5011.2,107.83605727834491
500.0,341.48792961179913,5025.6,108.65256778082545
500.0,338.68678618345746,5040.0,109.46438870162962
500.0,335.9464916278804,5054.400000000001,110.27154697512923
500.0,333.265702356959,5068.8,111.07406938071983
500.0,330.643009860414,5083.2,111.87198254358887
500.0,328.07715073090736,5097.6,112.66531293721624
500.0,325.56684090507264,5112.0,113.45408688290892
500.0,323.11083698469383,5126.400000000001,114.23833055112839
500.0,320.7077123880214,5140.8,115.0180699604887
500.0,318.35613286749503,5155.2,115.79333098086092
500.0,316.0548647601176,5169.6,116.56413933427956
500.0,313.80261578647793,5184.0,117.33052059443382
500.0,311.5980556701992,5198.400000000001,118.09250018761712
500.0,309.4399275826518,5212.8,118.85010339466417
500.0,307.32696187118313,5227.2,119.60335535093013
500.0,305.2579890964618,5241.6,120.35228104765885
500.0,303.23178621418816,5256.0,121.0969053323048
500.0,301.2471811459693,5270.400000000001,121.8372529097261
500.0,299.30303057333373,5284.8,122.57334834285359
500.0,297.39822449864636,5299.2,123.30521605360609
500.0,295.53169280447344,5313.6,124.03288032383637
500.0,293.7023798811975,5328.0,124.75636529570252
500.0,291.9091765542869,5342.400000000001,125.47569497149189
500.0,290.15113745770134,5356.8,126.19089321760787
500.0,288.42731891246865,5371.2,126.90198376299821
500.0,286.73682514714477,5385.6,127.6089902006349
500.0,285.07881212843535,5400.0,128.311935988373
500.0,283.45223242088724,5414.400000000001,129.01084444598786
500.0,281.85629978190735,5428.8,129.7057387628341
500.0,280.2902045434384,5443.2,130.39664199444786
500.0,278.753141716101,5457.6,131.08357706367414
500.0,277.244290903552,5472.0,131.76656676038118
500.0,275.76288863503606,5486.400000000001,132.44563374505043
500.0,274.30817189587015,5500.8,133.1208005474523
500.0,272.87942063308816,5515.2,133.79208956795793
500.0,271.47599180586604,5529.6,134.4595230783322
500.0,270.09717802622714,5544.0,135.1231232223609
500.0,268.74232588497534,5558.400000000001,135.7829120167234
500.0,267.41081067872705,5572.8,136.43891137158855
500.0,266.10202941008237,5587.2,137.09114306094986
500.0,264.8153953412665,5601.6,137.73962871031074
500.0,263.55034744177743,5616.0,138.3843898271617
500.0,262.3063472767287,5630.400000000001,139.02544779035725
500.0,261.08287900684957,5644.8,139.66282385011573
500.0,259.8793876474357,5659.2,140.29653922486463
500.0,258.6953592998502,5673.6,140.92661497539177
500.0,257.53036498282074,5688.0,141.55307193609298
500.0,256.3839598163356,5702.400000000001,142.1759308731091
500.0,255.25571988782048,5716.8,142.7952124264988
500.0,254.14524225213796,5731.2,143.41093711023865
500.0,253.0520681475638,5745.6,144.02312539582584
500.0,251.97574577142964,5760.0,144.6317976439277
500.0,250.91593220911233,5774.400000000001,145.23697399340128
500.0,249.8722538368044,5788.8,145.83867451328695
500.0,248.8443299303658,5803.2,146.43691917903175
500.0,247.8317707798159,5817.6,147.03172787471334
500.0,246.83424719688932,5832.0,147.62312031104184
500.0,245.85142168820124,5846.400000000001,148.2111161065552
500.0,244.8829683266366,5860.8,148.79573477309216
500.0,243.92857277156057,5875.2,149.37699573125136
500.0,242.98793218935398,5889.6,149.95491824961073
500.0,242.06075532179688,5904.0,150.52952149703194
500.0,241.1467521669,5918.400000000001,151.1008245442926
500.0,240.24558165724852,5932.8,151.66884644494695
500.0,239.35701423575466,5947.2,152.23360598407166
500.0,238.48079483978475,5961.6,152.7951218900184
500.0,237.61668014272595,5976.0,153.35341277685833
500.0,236.76443855398577,5990.400000000001,153.90849714438247
500.0,235.9238502189926,6004.8,154.46039337810114
500.0,235.09470701919534,6019.2,155.00911974924458
500.0,234.27669628264957,6033.6,155.55469459191028
500.0,233.4696127557164,6048.0,156.09713598015912
500.0,232.67327141737988,6062.400000000001,156.63646186082858
500.0,231.88746895354524,6076.8,157.1726901122199
500.0,231.11200437993674,6091.2,157.7058385154736
500.0,230.34663082599667,6105.6,158.23592485758354
500.0,229.591179324719,6120.0,158.7629666669183
500.0,228.84545942907042,6134.400000000001,159.2869814255556
500.0,228.10928583711637,6148.8,159.80798651239738
500.0,227.38248421174586,6163.2,160.32599922941674
500.0,226.6648889940606,6177.6,160.84103679179637
500.0,225.95632883101197,6192.0,161.35311626220698
500.0,225.25664295982122,6206.400000000001,161.8622546247013
500.0,224.56567620600666,6220.8,162.36846876215498
500.0,223.883250153112,6235.2,162.87177551009827
500.0,223.20921564613744,6249.6,163.37219155868232
500.0,222.54343088390303,6264.0,163.86973349358445
500.0,221.88575285691482,6278.400000000001,164.36441781199576
500.0,221.2360421242171,6292.8,164.8562609196153
500.0,220.59415451141143,6307.2,165.34527919947692
500.0,219.95996286121547,6321.6,165.83148883162855
500.0,219.33333949230337,6336.0,166.31490593855517
500.0,218.71416090717318,6350.400000000001,166.79554654614904
500.0,218.10229471819596,6364.8,167.2734266205333
500.0,217.49760578276542,6379.2,167.74856205078206
500.0,216.89998618380528,6393.6,168.2209685644775
500.0,216.30932054537072,6408.0,168.6906618254015
500.0,215.7254967123764,6422.400000000001,169.15765740345537
500.0,215.14839740040526,6436.8,169.6219708443367
500.0,214.57791565814483,6451.2,170.08361754051532
500.0,214.0139479427594,6465.6,170.5426127890151
500.0,213.45639208846757,6480.0,170.99897180836436
500.0,212.9051470040542,6494.400000000001,171.45270973400739
500.0,212.36009847379367,6508.8,171.90384168173097
500.0,211.82115723116078,6523.2,172.35238257759025
500.0,211.28822805310745,6537.6,172.7983472959637
500.0,210.76121808117813,6552.0,173.24175062238305
500.0,210.24003469457188,6566.400000000001,173.6826072861522
500.0,209.724586696328,6580.8,174.1209319421557
500.0,209.21478876674746,6595.2,174.55673910256058
500.0,208.71055614737537,6609.6,174.99004321834346
500.0,208.21180629270827,6624.0,175.42085865395967
500.0,207.71844463071056,6638.400000000001,175.84919980352385
500.0,207.2303939255549,6652.8,176.27508085123804
500.0,206.74757871781063,6667.2,176.6985158983452
500.0,206.26992313897895,6681.6,177.11951898096
500.0,205.79735348903864,6696.0,177.5381040490389
500.0,205.32979823644587,6710.400000000001,177.95428496637993
500.0,204.86718801813439,6724.8,178.36807551062267
500.0,204.40942771379434,6739.2,178.7794895759996
500.0,203.95644151593044,6753.6,179.18854084611047
500.0,203.50817611536777,6768.0,179.5952427707945
500.0,203.06456518211058,6782.400000000001,179.99960882401257
500.0,202.62554414674622,6796.8,180.40165239652853
500.0,202.1910502004447,6811.2,180.80138679590945
500.0,201.76102229495905,6825.6,181.19882524652553
500.0,201.33539449203323,6840.0,181.5939810503812
500.0,200.91409904383045,6854.400000000001,181.98686751262133
500.0,200.49708641049247,6868.8,182.37749745744657
500.0,200.08430046262453,6883.2,182.76588382779155
500.0,199.67568666418208,6897.6,183.15203948743832
500.0,199.27119207247117,6912.0,183.535977221016
500.0,198.870765338148,6926.400000000001,183.91770973400122
500.0,198.47434861129832,6940.8,184.29724971802176
500.0,198.08184998895678,6955.2,184.67461007315757
500.0,197.69324631640342,6969.6,185.04980307851196
500.0,197.30848681178247,6984.0,185.42284116979425
500.0,196.9275218217357,6998.400000000001,185.79373670731175
500.0,196.55030282140245,7012.8,186.16250197596955
500.0,196.17678241441973,7027.2,186.52914918527054
500.0,195.80691433292208,7041.6,186.89369046931563
500.0,195.44060937293816,7056.0,187.25613825030337
500.0,195.07784401148155,7070.400000000001,187.61650434252067
500.0,194.71857172957485,7084.8,187.97480068386105
500.0,194.36274567878775,7099.2,188.33103914884302
500.0,194.01031975561378,7113.6,188.6852315397471
500.0,193.6612486014704,7128.0,189.03738958661583
500.0,193.31548760269885,7142.400000000001,189.38752494725387
500.0,192.9730213365214,7156.8,189.7356494504388
500.0,192.63380378101974,7171.2,190.0817745847208
500.0,192.29778961421442,7185.6,190.4259117660273
500.0,191.96494152845582,7200.0,190.76807240020082
500.0,191.6352232919319,7214.400000000001,191.1082678236752
500.0,191.30859974866843,7228.8,191.44650930347552
500.0,190.98503681852858,7243.2,191.78280803721833
500.0,190.6644639372345,7257.6,192.11717531585015
500.0,190.3468292438602,7272.0,192.4496222845328
500.0,190.0321178754589,7286.400000000001,192.78015986337732
500.0,189.72029192992727,7300.8,193.10879900757058
500.0,189.41131394945893,7315.2,193.43555060562724
500.0,189.10514692054434,7329.6,193.76042547938954
500.0,188.80175427397097,7344.0,194.0834343840274
500.0,188.50112046297252,7358.400000000001,194.4045881034049
500.0,188.20324928522862,7372.8,194.72389744230372
500.0,187.9080822593502,7387.2,195.0413728481509
500.0,187.61559196991547,7401.6,195.35702484361272
500.0,187.32575202856677,7416.0,195.67086388738397
500.0,187.03853707401058,7430.400000000001,195.98290037418784
500.0,186.75392277201766,7444.8,196.29314463477584
500.0,186.4718745190037,7459.2,196.60160697101765
500.0,186.19228558128768,7473.6,196.90829784805663
500.0,185.9151792159937,7488.0,197.21322726646932
500.0,185.6405246805701,7502.400000000001,197.5164053337882
500.0,185.3682914148184,7516.8,197.81784209619804
500.0,185.09844904089326,7531.2,198.11754753853586
500.0,184.8309673633024,7545.6,198.41553158429105
500.0,184.56581636890675,7560.0,198.71180409560526
500.0,184.30299454711286,7574.400000000001,199.00637514727137
500.0,184.0424607010847,7588.8,199.2992543670044
500.0,183.78418687028966,7603.2,199.59045144746918
500.0,183.5281472070408,7617.6,199.87997603866035
500.0,183.2743163054859,7632.0,200.16783773173537
500.0,183.02266920160756,7646.400000000001,200.4540460590146
500.0,182.77318137322308,7660.8,200.73861049398099
500.0,182.52582975186397,7675.2,201.02154064448365
500.0,182.28059069027475,7689.6,201.302845864662
500.0,182.03744083890965,7704.0,201.5825354222997
500.0,181.79635760635904,7718.400000000001,201.86061858673636
500.0,181.5573188555873,7732.8,202.1371045708684
500.0,181.3203029039326,7747.2,202.41200253114923
500.0,181.08528852310698,7761.6,202.68532156758926
500.0,180.85225244813336,7776.0,202.95707101025147
500.0,180.6211730020545,7790.400000000001,203.22726000237586
500.0,180.39203199146263,7804.8,203.49589728237567
500.0,180.16480976327378,7819.2,203.76299175235482
500.0,179.93948712013824,7833.6,204.02855225781778
500.0,179.71604532044057,7848.0,204.2925875876695
500.0,179.49446607829967,7862.400000000001,204.55510647421536
500.0,179.27473156356862,7876.8,204.81611759316127
500.0,179.05682440183486,7891.2,205.0756295636136
500.0,178.8407276744201,7905.6,205.33365094807925
500.0,178.6264249183803,7920.0,205.59019025246556
500.0,178.41390012650575,7934.400000000001,205.8452559260804
500.0,178.203137747321,7948.8,206.09885636163204
500.0,177.99407876251965,7963.2,206.35100092094189
500.0,177.78673309038672,7977.6,206.60169731001565
500.0,177.58108451165066,7992.0,206.8509537992859
500.0,177.3771157136067,8006.400000000001,207.0987786387631
500.0,177.1748095859534,8020.8,207.34518002777403
500.0,176.97414922079227,8035.2,207.5901661149621
500.0,176.7751179126282,8049.6,207.83374499828707
500.0,176.57769915836917,8064.0,208.07592472502517
500.0,176.3818712145263,8078.400000000001,208.31671349346584
500.0,176.18760958385826,8092.8,208.5561195607627
500.0,175.9949047742837,8107.2,208.79415058483244
500.0,175.80373981961742,8121.6,209.03081445738044
500.0,175.6140978680553,8136.0,209.26611902269053
500.0,175.42596218217423,8150.400000000001,209.5000720776248
500.0,175.23931613893225,8164.8,209.73268137162367
500.0,175.05414322966848,8179.2,209.963954606706
500.0,174.8704270601031,8193.6,210.19389943746899
500.0,174.6881768038519,8208.0,210.42252373426248
500.0,174.50737099066956,8222.4,210.64983500199256
500.0,174.32798983825703,8236.800000000001,210.8758407144134
500.0,174.1500201096726,8251.2,211.10054836434998
500.0,173.9734488603731,8265.6,211.32396539904627
500.0,173.79826343821412,8280.0,211.5460992201652
500.0,173.62445148344975,8294.4,211.76695718378858
500.0,173.45200092873284,8308.800000000001,211.9865466004172
500.0,173.28089764295686,8323.2,212.20487478305316
500.0,173.11111725012498,8337.6,212.4219492141528
500.0,172.94265672434008,8352.0,212.6377769008651
500.0,172.77550393355156,8366.4,212.85236499655502
500.0,172.60964695337574,8380.800000000001,213.06572061073564
500.0,172.44507406709573,8395.2,213.27785080906804
500.0,172.2817737656615,8409.6,213.48876261336144
500.0,172.11973474768996,8424.0,213.69846300157306
500.0,171.95894591946475,8438.4,213.9069589078083
500.0,171.79939055455213,8452.800000000001,214.114257427664
500.0,171.64105593398514,8467.2,214.32036547928703
500.0,171.4839343523145,8481.6,214.52528976800224
500.0,171.32801468943268,8496.0,214.72903708264082
500.0,171.17328597564045,8510.4,214.93161417019513
500.0,171.019737391647,8524.800000000001,215.13302773581884
500.0,170.86735826856986,8539.2,215.3332844428267
500.0,170.71613808793498,8553.6,215.5323909126949
500.0,170.56606648167661,8568.0,215.73035372506067
500.0,170.41712614811124,8582.4,215.9271798165936
500.0,170.26931089012592,8596.800000000001,216.12287546534273
500.0,170.1226104223933,8611.2,216.31744714617705
500.0,169.97701440030187,8625.6,216.51090130393354
500.0,169.83251259202953,8640.0,216.7032443437287
500.0,169.6890948785436,8654.4,216.89448263095838
500.0,169.5467512536009,8668.800000000001,217.08462249129775
500.0,169.40547182374758,8683.2,217.27367021070148
500.0,169.26524755701647,8697.6,217.46163216371107
500.0,169.1260699061079,8712.0,217.6485147488778
500.0,168.98792845920175,8726.4,217.83432398617217
500.0,168.85081394689516,8740.800000000001,218.01906603229588
500.0,168.71471722428004,8755.2,218.20274700623594
500.0,168.57962927094292,8769.6,218.38537298926482
500.0,168.44554119096517,8784.0,218.56695002494038
500.0,168.31244421292288,8798.4,218.74748411910585
500.0,168.18032968988686,8812.800000000001,218.92698123988984
500.0,168.04918517903434,8827.2,219.10544780382264
500.0,167.91900349718367,8841.6,219.28288955297737
500.0,167.7897771334184,8856.0,219.45931224778755
500.0,167.66149773273443,8870.4,219.6347217310734
500.0,167.53415706163833,8884.800000000001,219.80912380831057
500.0,167.40774700814754,8899.2,219.98252424763007
500.0,167.2822595817902,8913.6,220.15492877981825
500.0,167.15768691360526,8928.0,220.32634309831695
500.0,167.03402125614235,8942.4,220.4967728592234
500.0,166.91125498346193,8956.800000000001,220.66622368129012
500.0,166.78938059113526,8971.2,220.83470114592512
