R,S,X,Time
1.1326260821894774,1.0,0.9476602453963253,6.95
1.1311671291416632,1.0,0.9481810341709112,6.96
1.129723975020258,1.0,0.9486966412303312,6.97
1.128296468961992,1.0,0.9492071181726384,6.98
1.1268844515938359,1.0,0.9497125156900698,6.99
1.125487770840026,1.0,0.9502128842410967,7.0
1.1241062772480293,1.0,0.9507082738574695,7.01
1.1227398223450138,1.0,0.9511987340792534,7.02
1.1213882586742794,1.0,0.9516843139608184,7.03
1.1200514398316925,1.0,0.9521650620768272,7.04
1.1187292205021206,1.0,0.9526410265282239,7.05
1.1174214564958642,1.0,0.9531122549482228,7.06
1.116128004785091,1.0,0.9535787945082977,7.07
1.1148487235402706,1.0,0.954040691924169,7.08
1.1135834721666067,1.0,0.9544979934617943,7.09
1.1123321113404705,1.0,0.9549507449433556,7.1
1.111094503045836,1.0,0.9553989917532493,7.11
1.109870510610712,1.0,0.9558427788440733,7.12
1.1086599951535894,1.0,0.9562821505702639,7.13
1.1074628095418027,1.0,0.9567171504022798,7.14
1.106278816362769,1.0,0.9571478217936291,7.15
1.105107880032103,1.0,0.9575742078062249,7.16
1.103949866031616,1.0,0.9579963510780419,7.17
1.1028046409272607,1.0,0.9584142938282166,7.18
1.1016720723870752,1.0,0.9588280778621492,7.19
1.1005520291991289,1.0,0.9592377445766036,7.2
1.099444381289465,1.0,0.9596433349648098,7.21
1.0983489997400482,1.0,0.9600448896215641,7.22
1.0972657568067055,1.0,0.9604424487483297,7.23
1.0961945259370744,1.0,0.9608360521583391,7.24
1.095135181788546,1.0,0.9612257392816941,7.25
1.094087600246208,1.0,0.961611549170467,7.26
1.0930516584407923,1.0,0.9619935205038016,7.27
1.0920272315483694,1.0,0.9623716913703297,7.28
1.0910141927691759,1.0,0.9627460992705641,7.29
1.0900124207333413,1.0,0.9631167816331949,7.3
1.0890217952204957,1.0,0.9634837755227693,7.31
1.088042197099893,1.0,0.9638471176394072,7.32
1.0870735083385583,1.0,0.9642068443232245,7.33
1.0861156120094286,1.0,0.9645629915587556,7.34
1.0851683922995008,1.0,0.9649155949793772,7.35
1.0842317345179744,1.0,0.9652646898717303,7.36
1.0833055251043957,1.0,0.9656103111801436,7.37
1.0823896516368043,1.0,0.9659524935110567,7.38
1.0814840028398758,1.0,0.9662912711374422,7.39
1.0805884685930662,1.0,0.9666266780032297,7.4
1.079702939938759,1.0,0.9669587477277274,7.41
1.0788273090788738,1.0,0.9672875136090306,7.42
1.0779614659672785,1.0,0.9676130083274713,7.43
1.0771053014201668,1.0,0.9679352642233905,7.44
1.076258709568607,1.0,0.9682543135169446,7.45
1.0754215855788998,1.0,0.9685701881109445,7.46
1.0745938256537866,1.0,0.9688829195946672,7.47
1.0737753270336512,1.0,0.9691925392476676,7.48
1.0729659879977287,1.0,0.9694990780435885,7.49
1.0721657078653088,1.0,0.9698025666539742,7.5
1.0713743869969428,1.0,0.9701030354520808,7.51
1.0705919267956479,1.0,0.9704005145166876,7.52
1.0698182297081138,1.0,0.9706950336359097,7.53
1.0690531992259082,1.0,0.9709866223110076,7.54
1.068296739886681,1.0,0.9712753097602013,7.55
1.0675487572753712,1.0,0.9715611249224793,7.56
1.0668091578948276,1.0,0.9718440964467041,7.57
1.0660778464787335,1.0,0.9721242523926428,7.58
1.0653547297562909,1.0,0.9724016206586583,7.59
1.0646397163801988,1.0,0.9726762289772729,7.6
1.0639327159417162,1.0,0.9729481048079113,7.61
1.0632336389671768,1.0,0.9732172753401837,7.62
1.0625423969145034,1.0,0.9734837674971686,7.63
1.0618589021697242,1.0,0.9737476079386966,7.64
1.0611830680434873,1.0,0.9740088230646337,7.65
1.0605148087675755,1.0,0.9742674390181636,7.66
1.0598540394914222,1.0,0.9745234816890721,7.67
1.0592006762786255,1.0,0.9747769767170297,7.68
1.0585546361034643,1.0,0.9750279494948749,7.69
1.0579158368474129,1.0,0.9752764251718974,7.7
1.057284197295656,1.0,0.9755224286571217,7.71
1.0566596098468337,1.0,0.9757659989536691,7.72
1.056042056241557,1.0,0.9760071270868355,7.73
1.055431419850977,1.0,0.9762458569658805,7.74
1.054827623023326,1.0,0.9764822122265694,7.75
1.054230588881088,1.0,0.9767162163047342,7.76
1.0536402413209973,1.0,0.9769478924362727,7.77
1.053056505014042,1.0,0.9771772636571494,7.78
1.0524793054054598,1.0,0.9774043528033951,7.79
1.0519085687147414,1.0,0.977629182511107,7.8
1.0513442219356288,1.0,0.9778517752164485,7.81
1.050786192836115,1.0,0.9780721531556494,7.82
1.0502344099584462,1.0,0.978290338365006,7.83
1.049688802619118,1.0,0.9785063526808808,7.84
1.0491493009088797,1.0,0.9787202177397027,7.85
1.048615835692731,1.0,0.978931954977967,7.86
1.0480883384775603,1.0,0.9791415855944705,7.87
1.0475667410373706,1.0,0.9793491304433856,7.88
1.0470509760790285,1.0,0.9795546102242045,7.89
1.0465409770357705,1.0,0.9797580454228244,7.9
1.0460366780386943,1.0,0.9799594563034624,7.91
1.0455380143330666,1.0,0.9801588630357365,7.92
1.045044922057615,1.0,0.9803562856272923,7.93
1.044557337937083,1.0,0.9805517438299538,7.94
1.0440751994745379,1.0,0.9807452571984266,7.95
1.043598444887796,1.0,0.9809368450892382,7.96
1.043127012499698,1.0,0.9811265266511321,7.97
1.0426608415003147,1.0,0.9813143208483027,7.98
1.0421998719465544,1.0,0.9815002464714138,7.99
1.0417442394008902,2.0,0.9816843823321624,8.0
1.0609939801054444,2.0,0.9918167920136793,8.01
1.0796538386932508,2.0,1.0018483825544886,8.02
1.0977301721888426,2.0,1.0117801570963518,8.03
1.1152296440796434,2.0,1.0216131088274392,8.04
1.132159205814053,2.0,1.0313482210539653,8.05
1.148526057877287,2.0,1.0409864674034306,8.06
1.1643376511050563,2.0,1.050528811819428,8.07
1.179601699836958,2.0,1.0599762084880806,8.08
1.1943261459555687,2.0,1.0693296020266905,8.09
1.208519138704416,2.0,1.078589927587884,8.1
1.2221890065241001,2.0,1.0877581110197623,8.11
1.2353441945766244,2.0,1.0968350692668074,8.12
1.2479933026238128,2.0,1.10582171006664,8.13
1.2601450500837497,2.0,1.1147189321577333,8.14
1.2718082495140854,2.0,1.1235276254280175,8.15
1.2829917854182307,2.0,1.1322486710268587,8.16
1.2937047290071195,2.0,1.1408829409671932,8.17
1.3039562734556043,2.0,1.1494312984008326,8.18
1.3137555916308816,2.0,1.1578945981845017,8.19
1.3231118923130298,2.0,1.1662736867015124,8.2
1.3320344036316876,2.0,1.1745694019563835,8.21
1.3405323799425202,2.0,1.1827825736116786,8.22
1.348615188474757,2.0,1.1909140228282284,8.23
1.3562921430440877,2.0,1.1989645627288026,8.24
1.3635725302622823,2.0,1.2069349983872968,8.25
1.3704656071036974,2.0,1.214826126888526,8.26
1.376980587871717,2.0,1.2226387374144025,8.27
1.3831267072099742,2.0,1.230373611192769,8.28
1.388913171907083,2.0,1.238031521647084,8.29
1.3943490935583456,2.0,1.245613234580683,8.3
1.3994435133804175,2.0,1.2531195081945918,8.31
1.4042053913448884,2.0,1.2605510931698012,8.32
1.4086436261221393,2.0,1.2679087326961906,8.33
1.4127670832923063,2.0,1.275193162487148,8.34
1.4165845373890396,2.0,1.2824051109433512,8.35
1.4201046327264661,2.0,1.2895452992840333,8.36
1.423335907866499,2.0,1.2966144415680818,8.37
1.4262867874794385,2.0,1.3036132447713995,8.38
1.428965687608795,2.0,1.3105424086515318,8.39
1.4313809106881377,2.0,1.3174026260068894,8.4
1.4335405811760213,2.0,1.324194582859811,8.41
1.4354526949479902,2.0,1.330918958426242,8.42
1.437125114311449,2.0,1.3375764251875155,8.43
1.4385655635845298,2.0,1.3441676489611447,8.44
1.4397816252389488,2.0,1.3506932889706205,8.45
1.4407807366068528,2.0,1.3571539979142266,8.46
1.4415701871516609,2.0,1.3635504220328523,8.47
1.4421571446106014,2.0,1.3698832011186262,8.48
1.4425488043804071,2.0,1.3761529682702967,8.49
1.4427521576798454,2.0,1.3823603504326467,8.5
1.4427740546125978,2.0,1.3885059683297127,8.51
1.4426212304487518,2.0,1.3945904364738013,8.52
1.442300310978674,2.0,1.400614363217708,8.53
1.4418178186794084,2.0,1.4065783508054308,8.54
1.4411801796936006,2.0,1.4124829954213882,8.55
1.4403936677944014,2.0,1.4183288873361402,8.56
1.439464125907369,2.0,1.4241166113934576,8.57
1.4383973795998775,2.0,1.4298467464345246,8.58
1.437199121745388,2.0,1.4355198655339716,8.59
1.435874875993351,2.0,1.4411365361146347,8.6
1.4344299907044806,2.0,1.4466973200152808,8.61
1.432869646079468,2.0,1.4522027735371554,8.62
1.4311991151790926,2.0,1.4576534470879772,8.63
1.4294235104638138,2.0,1.4630498856408425,8.64
1.4275477603517204,2.0,1.4683926288284108,8.65
1.4255766820687483,2.0,1.473682210884236,8.66
1.423514988764308,2.0,1.478919160687988,8.67
1.4213672972673113,2.0,1.4841040018093876,8.68
1.41913800363012,2.0,1.489237252751915,8.69
1.4168313119908609,2.0,1.4943194269641689,8.7
1.4144513834454926,2.0,1.4993510326692896,8.71
1.4120022555556588,2.0,1.50433257304118,8.72
1.4094878432565865,2.0,1.5092645462572276,8.73
1.4069119397471443,2.0,1.5141474455507284,8.74
1.4042782231674804,2.0,1.5189817592347403,8.75
1.4015902681500385,2.0,1.5237679707018172,8.76
1.3988515262626449,2.0,1.5285065585749271,8.77
1.3960653355565653,2.0,1.5331979967161924,8.78
1.3932349228359078,2.0,1.5378427542707145,8.79
1.3903634053696265,2.0,1.5424412957127391,8.8
1.3874537960829272,2.0,1.5469940808937597,8.81
1.3845090308201573,2.0,1.5515015651061845,8.82
1.3815319391278424,2.0,1.5559641991050308,8.83
1.3785252528579544,2.0,1.5603824291567134,8.84
1.3754916132302695,2.0,1.5647566970860955,8.85
1.372433574255428,2.0,1.5690874403202701,8.86
1.3693536053389315,2.0,1.5733750919320764,8.87
1.366254051296837,2.0,1.5776200806940215,8.88
1.3631371671520631,2.0,1.5818228311126288,8.89
1.3600051359367848,2.0,1.5859837634666625,8.9
1.3568600555604837,2.0,1.5901032938527708,8.91
1.3537039404173838,2.0,1.5941818342268965,8.92
1.3505387229568406,2.0,1.5982197924452237,8.93
1.347366263810656,2.0,1.6022175723221543,8.94
1.3441883607313088,2.0,1.6061755736018708,8.95
1.341006726833457,2.0,1.6100941921202523,8.96
1.3378230066955101,2.0,1.6139738197373368,8.97
1.3346387766922576,2.0,1.6178148444157077,8.98
1.331455547364296,2.0,1.62161765025766,8.99
1.3282747605644376,2.0,1.6253826175459882,9.0
1.3250977786136597,2.0,1.6291101227902975,9.01
1.3219259158384369,2.0,1.6328005387439926,9.02
1.318760429888673,2.0,1.6364542344490942,9.03
1.3156025224585897,2.0,1.6400715752745505,9.04
1.3124533415376056,2.0,1.6436529229534909,9.05
1.3093139836612204,2.0,1.647198635620475,9.06
1.30618549616189,2.0,1.6507090678487495,9.07
1.3030688794199095,2.0,1.6541845706874974,9.08
1.2999650848866013,2.0,1.6576254916941686,9.09
1.296874956351009,2.0,1.6610321749007324,9.1
1.2937993138146175,2.0,1.664404960945959,9.11
1.2907389502019893,2.0,1.6677441871062237,9.12
1.2876946163052916,2.0,1.6710501873126102,9.13
1.2846670226402106,2.0,1.6743232921877,9.14
1.2816568413018519,2.0,1.6775638290823693,9.15
1.2786647078206526,2.0,1.680772122112579,9.16
1.2756912230182873,2.0,1.683948492196168,9.17
1.2727369548631373,2.0,1.6870932570896415,9.18
1.269802404862788,2.0,1.6902067311427307,9.19
1.266888027387239,2.0,1.6932892254741978,9.2
1.2639942718031008,2.0,1.6963410483291808,9.21
1.261121557154863,2.0,1.6993625048997172,9.22
1.2582702737145401,2.0,1.7023538973591024,9.23
1.2554407845313191,2.0,1.7053155248962415,9.24
1.2526334269812094,2.0,1.7082476837500065,9.25
1.2498485143166893,2.0,1.71115066724359,9.26
1.2470863372163552,2.0,1.7140247658188625,9.27
1.2443471505419443,2.0,1.7168702669124367,9.28
1.2416311480993978,2.0,1.7196874547033763,9.29
1.2389385321079787,2.0,1.7224766108743175,9.3
1.2362694866420432,2.0,1.7252380143450574,9.31
1.233624176245863,2.0,1.7279719412755077,9.32
1.2310027472009182,2.0,1.7306786650970258,9.33
1.2284053287931858,2.0,1.7333584565437503,9.34
1.2258320345804323,2.0,1.7360115836839336,9.35
1.2232829636595028,2.0,1.7386383119512767,9.36
1.2207581975486108,2.0,1.741238904135111,9.37
1.2182577561445804,2.0,1.7438136199865109,9.38
1.2157816646641653,2.0,1.7463627168659563,9.39
1.2133299451825992,2.0,1.7488864496833705,9.4
1.2109026068119626,2.0,1.7513850708253822,9.41
1.2084996466724611,2.0,1.7538588301838853,9.42
1.2061210508637037,2.0,1.7563079751845927,9.43
1.203766795435982,2.0,1.7587327508155928,9.44
1.2014368473615487,2.0,1.761133399655905,9.45
1.1991311654245451,2.0,1.7635101619031446,9.46
1.1968496715031833,2.0,1.7658632750764043,9.47
1.1945922725215057,2.0,1.7681929742749574,9.48
1.192358885033557,2.0,1.7704994924658288,9.49
1.1901494176521288,2.0,1.7727830603089527,9.5
1.1879637717880196,2.0,1.775043906183183,9.51
1.1858018423892884,2.0,1.7772822562123034,9.52
1.1836635186805122,2.0,1.7794983342910387,9.53
1.181548684902041,2.0,1.781692362111065,9.54
1.1794572210492547,2.0,1.7838645591870221,9.55
1.1773889909472066,2.0,1.7860151427324382,9.56
1.1753438278646655,2.0,1.7881443275065012,9.57
1.1733215829973829,2.0,1.7902523264058616,9.58
1.1713221046261273,2.0,1.792339350234894,9.59
1.169345237346117,2.0,1.7944056077138155,9.6
1.1673908226255574,2.0,1.7964513055025542,9.61
1.1654586993641776,2.0,1.7984766482246186,9.62
1.163548704451767,2.0,1.800481838490968,9.63
1.1616606733267134,2.0,1.8024670769238782,9.64
1.1597944405345169,2.0,1.804432562180815,9.65
1.1579498164795574,2.0,1.8063784906764635,9.66
1.1561265999597168,2.0,1.8083050567584398,9.67
1.1543246061656252,2.0,1.810212453079066,9.68
1.1525436486095249,2.0,1.8121008703830448,9.69
1.150783539502064,2.0,1.8139704975290214,9.7
1.1490440901290897,2.0,1.8158215215111513,9.71
1.1473251112284415,2.0,1.8176541274806617,9.72
1.1456264133667438,2.0,1.8194684987674197,9.73
1.143947807316199,2.0,1.8212648169014956,9.74
1.1422891034957676,2.0,1.8230432616190282,9.75
1.1406500919574678,2.0,1.8248040105416532,9.76
1.139030567990923,2.0,1.8265472396213702,9.77
1.1374303335278282,2.0,1.8282731231793528,9.78
1.1358491906081791,2.0,1.8299818338115574,9.79
1.1342869416396386,2.0,1.831673542408319,9.8
1.1327433896569064,2.0,1.8333484181739452,9.81
1.1312183385810832,2.0,1.8350066286463107,9.82
1.1297115934790414,2.0,1.8366483397164517,9.83
1.1282229608227896,2.0,1.8382737156481614,9.84
1.1267522457478838,2.0,1.8398829190377957,9.85
1.125299238076646,2.0,1.8414761105502413,9.86
1.123863738332521,2.0,1.8430534494516273,9.87
1.1224455503395876,2.0,1.8446150934763106,9.88
1.1210444790553604,2.0,1.8461611987981272,9.89
1.1196603307385866,2.0,1.8476919200481623,9.9
1.1182929131170458,2.0,1.8492074103325205,9.91
1.1169420355553483,2.0,1.8507078212500958,9.92
1.1156075092227349,2.0,1.8521933029103426,9.93
1.114289147260875,2.0,1.8536640039510441,9.94
1.1129867596034748,2.0,1.8551200714305982,9.95
1.111700148189475,2.0,1.8565616507295353,9.96
1.110429125179042,2.0,1.857988885991758,9.97
1.1091735046299909,2.0,1.8594019199430778,9.98
1.1079331021879573,2.0,1.8608008938977771,9.99
1.1067077351838175,2.0,1.8621859477747287,10.0
